Total_Stops,Route_1,Route_2,Route_3,Route_4,Route_5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,journey_day,journey_month,journey_year,Dep_Time_hour,Dep_Time_min,Arrival_Time_hour,Arrival_Time_min,duration_hour,duration_minute
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13727,15,5,2019,16,0,1,30,9,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663,5,6,2019,20,0,12,0,16,0
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3858,5,12,2019,14,45,17,5,2,20
1,3,37,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4812,24,6,2019,8,45,13,15,4,30
1,3,32,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5775,27,6,2019,21,50,3,35,5,45
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539,6,6,2019,9,35,9,45,24,10
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,6,3,2019,15,30,18,5,2,35
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3383,6,12,2019,11,10,13,55,2,45
1,0,20,8,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8738,3,3,2019,12,10,17,5,4,55
1,3,40,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7165,27,3,2019,5,15,6,50,25,35
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6412,24,6,2019,16,10,22,30,6,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016,27,6,2019,18,55,22,0,3,5
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087,3,12,2019,20,35,15,15,18,40
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,27,6,2019,9,45,12,0,2,15
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12471,6,12,2019,16,30,4,40,12,10
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,24,6,2019,9,0,4,25,19,25
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4441,18,3,2019,13,20,16,10,2,50
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12537,27,3,2019,7,5,15,30,8,25
1,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10091,24,3,2019,22,25,7,40,9,15
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961,6,3,2019,21,5,23,55,2,50
0,3,10,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5013,24,4,2019,5,35,8,50,3,15
0,3,10,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6934,18,5,2019,5,10,8,0,2,50
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10877,6,3,2019,6,40,19,0,12,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,18,4,2019,15,15,18,10,2,55
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7048,27,3,2019,16,0,1,35,9,35
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878,27,6,2019,17,0,19,35,2,35
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,21,5,2019,14,5,23,35,9,30
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,18,5,2019,23,5,4,25,29,20
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,5,12,2019,0,30,3,25,2,55
1,3,33,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5583,6,6,2019,6,5,11,20,5,15
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9646,6,6,2019,7,5,16,10,9,5
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7677,6,3,2019,8,30,19,15,10,45
1,3,6,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6842,6,1,2019,5,10,10,5,4,55
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995,24,6,2019,8,45,10,15,1,30
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9555,6,9,2019,7,10,18,50,11,40
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4077,6,1,2019,1,30,4,15,2,45
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,5,12,2019,15,15,18,10,2,55
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12192,6,9,2019,9,0,19,0,10,0
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5911,4,12,2019,10,0,12,45,2,45
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372,6,12,2019,9,0,19,15,10,15
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995,18,3,2019,7,10,8,35,1,25
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14323,5,9,2019,10,0,19,15,9,15
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014,6,9,2019,5,30,4,25,22,55
2,3,9,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13591,6,6,2019,14,25,19,15,28,50
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18799,3,3,2019,5,25,18,50,37,25
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,27,4,2019,23,30,2,20,2,50
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1965,21,5,2019,5,45,7,15,1,30
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995,27,5,2019,10,20,11,50,1,30
1,2,7,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14641,24,3,2019,16,50,18,30,25,40
0,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4460,4,12,2019,20,45,23,20,2,35
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10191,18,5,2019,13,0,19,15,6,15
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13843,3,9,2019,2,15,19,45,17,30
1,3,32,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6349,5,1,2019,21,50,3,35,5,45
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4409,5,1,2019,10,20,12,55,2,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17024,3,6,2019,18,15,19,45,25,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13727,18,5,2019,7,5,21,0,13,55
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8855,15,3,2019,18,25,21,20,2,55
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12524,24,6,2019,8,45,19,0,10,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13555,18,3,2019,11,40,20,20,8,40
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,6,6,2019,6,30,12,0,5,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13587,6,9,2019,9,0,21,0,12,0
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,6,12,2019,9,45,12,0,2,15
0,4,8,29,13,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4842,18,3,2019,7,5,9,20,2,15
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,24,4,2019,23,30,2,20,2,50
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10577,6,9,2019,19,15,4,25,9,10
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6979,15,5,2019,10,35,21,0,10,25
0,4,8,29,13,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11982,27,6,2019,17,45,20,5,2,20
1,3,37,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5264,6,6,2019,8,45,13,15,4,30
0,3,10,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,8001,3,3,2019,6,0,9,10,3,10
2,3,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10651,6,1,2019,19,45,19,15,23,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,24,5,2019,16,30,19,50,27,20
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6601,27,3,2019,9,45,22,20,12,35
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6587,21,3,2019,19,0,19,15,24,15
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3173,21,3,2019,13,10,14,30,1,20
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5228,5,9,2019,10,0,12,45,2,45
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5769,21,6,2019,7,10,10,10,3,0
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714,6,6,2019,8,0,19,0,11,0
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014,6,3,2019,5,30,19,0,13,30
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3359,6,3,2019,22,10,1,0,2,50
0,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6722,3,3,2019,20,55,23,50,2,55
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4462,18,3,2019,9,35,12,20,2,45
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6171,3,9,2019,4,55,16,10,11,15
2,2,25,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12303,21,5,2019,5,50,20,25,14,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7695,21,3,2019,11,40,1,35,13,55
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5684,24,6,2019,11,25,1,30,14,5
1,2,7,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8366,6,12,2019,16,50,7,55,15,5
0,4,8,29,13,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19630,3,1,2019,11,40,13,55,2,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13502,3,6,2019,14,5,5,5,15,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781,5,1,2019,21,10,10,5,12,55
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6513,6,12,2019,7,10,16,10,9,0
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9929,6,1,2019,7,0,19,15,12,15
2,3,26,4,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18275,6,6,2019,17,50,1,30,7,40
1,3,33,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4487,4,9,2019,6,5,9,25,27,20
0,1,19,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754,15,3,2019,21,20,22,45,1,25
0,1,19,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2575,27,3,2019,6,20,7,40,1,20
1,2,23,3,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8224,6,12,2019,15,55,21,25,5,30
1,3,6,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8991,3,9,2019,20,30,8,15,11,45
0,3,10,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5000,24,6,2019,5,35,8,50,3,15
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529,6,12,2019,18,55,19,50,24,55
1,3,33,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14042,3,3,2019,6,5,9,25,27,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4030,24,5,2019,11,10,14,5,2,55
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,6,6,2019,18,55,12,0,17,5
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,5,6,2019,21,25,0,5,2,40
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7308,27,5,2019,17,30,1,30,8,0
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823,5,12,2019,16,55,19,55,3,0
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,24,6,2019,9,0,12,35,27,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,27,5,2019,20,55,4,25,7,30
2,0,7,21,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12778,3,12,2019,17,25,16,20,22,55
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14871,3,3,2019,4,45,13,20,8,35
2,3,41,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8708,21,3,2019,13,20,19,15,29,55
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,6,6,2019,20,0,18,15,22,15
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4129,3,6,2019,5,45,7,5,1,20
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,18,5,2019,21,25,0,5,2,40
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,5,6,2019,8,20,11,20,3,0
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832,21,3,2019,7,0,19,10,12,10
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3859,18,3,2019,9,30,12,5,2,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9001,6,6,2019,7,30,19,15,11,45
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878,5,9,2019,17,0,19,35,2,35
0,1,19,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754,5,3,2019,2,35,4,5,1,30
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668,27,6,2019,7,0,9,40,2,40
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5216,5,12,2019,10,20,12,55,2,35
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368,6,6,2019,5,30,4,25,22,55
2,3,20,22,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8146,3,9,2019,6,40,21,20,14,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12242,27,3,2019,13,0,4,25,15,25
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9134,15,3,2019,8,0,15,15,7,15
2,3,20,22,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10939,6,6,2019,13,15,9,25,20,10
2,3,16,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11753,6,6,2019,10,55,7,40,20,45
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4174,24,4,2019,17,10,19,40,2,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,21,5,2019,20,0,19,50,23,50
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714,6,3,2019,16,0,19,0,27,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9899,6,12,2019,6,30,12,0,5,30
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14871,3,3,2019,9,10,21,0,11,50
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7295,3,6,2019,13,20,15,35,2,15
2,3,28,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13465,6,6,2019,18,45,19,15,24,30
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,21,5,2019,17,45,20,5,2,20
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7198,27,6,2019,19,0,1,30,6,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,1,2019,8,0,4,25,20,25
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148,15,3,2019,15,20,17,55,2,35
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016,27,6,2019,15,15,18,10,2,55
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,9,2019,22,50,4,25,5,35
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841,15,6,2019,14,55,17,25,2,30
1,0,33,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11507,3,12,2019,9,45,0,30,14,45
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781,5,1,2019,8,25,20,45,12,20
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079,27,5,2019,17,30,19,0,25,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,27,5,2019,22,50,4,25,5,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15353,3,6,2019,7,30,19,15,11,45
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7303,24,3,2019,18,25,21,20,2,55
1,2,33,3,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6197,24,3,2019,15,5,20,45,5,40
1,2,2,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8996,6,9,2019,9,10,13,15,4,5
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6528,21,3,2019,14,20,22,20,8,0
0,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4239,4,9,2019,20,55,23,40,2,45
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148,3,12,2019,20,25,23,5,2,40
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3971,24,5,2019,21,10,0,5,2,55
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192,5,6,2019,7,35,23,30,15,55
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9483,4,9,2019,13,25,12,35,23,10
2,3,29,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18804,6,3,2019,11,40,19,0,7,20
0,3,10,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5201,18,6,2019,5,10,8,0,2,50
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079,27,5,2019,11,30,19,0,7,30
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,15,6,2019,19,50,22,50,3,0
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6795,27,5,2019,17,45,1,30,7,45
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10953,5,9,2019,9,35,10,55,25,20
2,3,21,4,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15965,24,6,2019,15,5,1,30,10,25
2,3,29,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9968,4,9,2019,12,55,19,15,30,20
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,6,6,2019,22,15,0,50,2,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079,27,5,2019,10,0,19,0,9,0
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507,6,12,2019,21,25,12,35,15,10
2,2,7,7,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11542,6,9,2019,9,25,13,45,28,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,24,4,2019,17,45,20,45,3,0
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544,27,4,2019,6,0,8,45,2,45
1,3,6,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6496,15,5,2019,5,10,10,5,4,55
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,15,6,2019,21,25,0,5,2,40
1,0,9,8,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13439,3,1,2019,11,5,9,15,22,10
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6540,27,3,2019,18,15,4,25,10,10
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591,6,1,2019,23,30,2,20,2,50
1,0,20,8,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4437,18,3,2019,16,15,20,35,4,20
1,3,6,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6151,21,3,2019,20,10,7,10,11,0
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7754,21,6,2019,17,45,20,45,3,0
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,24,6,2019,14,0,12,35,22,35
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016,6,9,2019,18,55,22,0,3,5
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4781,24,3,2019,6,55,9,35,2,40
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668,27,6,2019,11,30,14,20,2,50
1,0,33,8,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14594,3,6,2019,11,50,8,55,21,5
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14231,24,3,2019,16,55,4,45,11,50
1,3,40,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8425,15,5,2019,5,15,6,50,25,35
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9646,6,12,2019,7,5,22,30,15,25
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7295,3,3,2019,14,40,17,5,2,25
